answered_on;choice_freedom;felt_like_i_had_to;trust_doing_stuff_well;uncertain_about_skills;connected_people_who_care;important_people_cold_distant;daily_stress_level;daily_stress_causes;daily_stress_cause_explanation;traffic_reason;traffic_location_open;covid_reason;expectation_tomorrow;interaction;citizen_id;panelkit_id;timestamp;fired;wave;study_day;campaign;day;week_day
2021-05-02 20:27:38.227000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;3;Sociaal (bv. familie, relatie, vrienden);;;;;3;EOD;email|607eead71febfddccce533da;47600141-8711-11eb-9dd4-cb04303e036e;2021-05-02 20:28:24.210000+02:00;2021-05-02 20:00:34.160000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:24:16.908000+02:00;Eerder wel;Helemaal niet;Eerder wel;Helemaal niet;Helemaal wel;Helemaal niet;2;Sociaal (bv. familie, relatie, vrienden);;;;;2;EOD;email|6079a9ea1febfddccc1dd126;f46f9731-8741-11eb-9dd4-cb04303e036e;2021-05-02 20:29:47.842000+02:00;2021-05-02 20:00:28.118000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 20:29:04.586000+02:00;Helemaal wel;Eerder niet;Neutraal;Eerder niet;Eerder wel;Helemaal niet;3;Ik had geen stress;;;;;7;EOD;email|6083066d1febfddcccd1511b;bcca9b81-83eb-11eb-9dd4-cb04303e036e;2021-05-02 20:31:04.041000+02:00;2021-05-02 20:00:40.733000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:30:35.139000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Eerder wel;Eerder niet;1;Ik had geen stress;;;;;3;EOD;email|6079a9d51febfddccc190f29;6e144f71-95dc-11ea-83ea-832802f41e4e;2021-05-02 20:31:12.109000+02:00;2021-05-02 20:00:25.445000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 20:31:43.543000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;3;Ik had geen stress;;;;;8;EOD;email|608306731febfddcccd276c1;3931e4e1-83e6-11eb-9dd4-cb04303e036e;2021-05-02 20:32:27.103000+02:00;2021-05-02 20:00:41.012000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:33:56.514000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Eerder niet;Eerder wel;Eerder niet;2;Ik had geen stress;;;;;5;EOD;email|6079a9fe1febfddccc22a036;13afa5c1-8ee7-11eb-9dd4-cb04303e036e;2021-05-02 20:34:39.879000+02:00;2021-05-02 20:00:30.706000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 20:35:38.025000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;1;Tijdsdruk of zich haasten;;;;;3;EOD;email|608306801febfddcccd4e382;27ae7d91-83dd-11eb-9dd4-cb04303e036e;2021-05-02 20:36:17.241000+02:00;2021-05-02 20:00:42.765000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:36:07.861000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;1;Sociaal (bv. familie, relatie, vrienden);;;;;8;EOD;email|607eeaed1febfddcccea7c74;58e1a8a1-7768-11eb-9dd4-cb04303e036e;2021-05-02 20:36:56.805000+02:00;2021-05-02 20:00:37.324000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:36:13.854000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;1;Ik had geen stress;;;;;6;EOD;email|607eead31febfddccce423f1;551c5c51-8a79-11eb-9dd4-cb04303e036e;2021-05-02 20:37:07.544000+02:00;2021-05-02 20:00:33.540000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:36:37.502000+02:00;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;1;Ik had geen stress;;;;;1;EOD;email|6075be461febfddccc1d87e3;8f236f01-895d-11eb-9dd4-cb04303e036e;2021-05-02 20:37:29.795000+02:00;2021-05-02 20:00:21.578000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 20:36:26.335000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Neutraal;Eerder niet;2;Ik weet het niet;;;;;8;EOD;email|607eeae81febfddccce923a7;6bb24391-95dc-11ea-83ea-832802f41e4e;2021-05-02 20:37:54.352000+02:00;2021-05-02 20:00:35.828000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:37:32.588000+02:00;Eerder wel;Eerder niet;Eerder wel;Neutraal;Eerder wel;Eerder niet;3;Sociaal (bv. familie, relatie, vrienden);;;;;8;EOD;email|6083065f1febfddccccee72e;0a6d3351-83da-11eb-9dd4-cb04303e036e;2021-05-02 20:39:37.730000+02:00;2021-05-02 20:00:38.734000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:39:23.993000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;2;Ik had geen stress;;;;;5;EOD;email|6075be591febfddccc21bf0d;6ab78fe1-95dc-11ea-83ea-832802f41e4e;2021-05-02 20:40:20.293000+02:00;2021-05-02 20:00:23.866000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 20:41:18.453000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;3;Coronavirus en maatregelen;;;;['Angst om zelf besmet te worden' 'Angst om anderen te besmetten'];8;EOD;email|6079a9c91febfddccc166a7d;c2b2b731-919c-11eb-9dd4-cb04303e036e;2021-05-02 20:42:12.257000+02:00;2021-05-02 20:00:24.536000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 20:43:57.029000+02:00;Eerder wel;Helemaal niet;Eerder wel;Helemaal niet;Eerder wel;Helemaal niet;3;Coronavirus en maatregelen;;;;['Gebrek aan keuze en vrijheid'];7;EOD;email|6075be4f1febfddccc1f99f3;c6040991-83fd-11eb-9dd4-cb04303e036e;2021-05-02 20:45:47.672000+02:00;2021-05-02 20:00:22.259000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 20:47:54.398000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;2;Ik weet het niet;;;;;7;EOD;email|6075be2f1febfddccc183727;cd56a311-899d-11eb-9dd4-cb04303e036e;2021-05-02 20:48:49.889000+02:00;2021-05-02 20:00:19.433000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:50:55.856000+02:00;Helemaal wel;Helemaal niet;Eerder wel;Helemaal niet;Helemaal wel;Helemaal niet;2;Gezondheid (bv. pijn, moe, dokter);;;;;3;EOD;email|6083066e1febfddcccd1871d;f61f33c1-8885-11eb-9dd4-cb04303e036e;2021-05-02 20:52:32.602000+02:00;2021-05-02 20:00:40.768000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:52:22.042000+02:00;Eerder niet;Neutraal;Eerder niet;Eerder wel;Eerder wel;Eerder niet;7;Gezondheid (bv. pijn, moe, dokter);Hernia;;;;10;EOD;email|5f9817dad950a870a4808afa;70678e41-95dc-11ea-83ea-832802f41e4e;2021-05-02 20:53:30.374000+02:00;2021-05-02 20:00:05.812000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 20:53:29.696000+02:00;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;Eerder wel;Helemaal niet;1;Ik had geen stress;;;;;3;EOD;email|608306841febfddcccd57f9f;fa4e5e51-32ed-11eb-9dd4-cb04303e036e;2021-05-02 20:53:58.044000+02:00;2021-05-02 20:00:42.894000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:52:51.615000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;2;Anders;;;;;1;EOD;email|607eeac41febfddccce07df5;6db25951-95dc-11ea-83ea-832802f41e4e;2021-05-02 20:54:59.795000+02:00;2021-05-02 20:00:31.779000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:55:18.158000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Neutraal;Helemaal niet;3;Huishoudelijke taken;;;;;2;EOD;email|6083067b1febfddcccd3dfad;9e4839c1-894e-11eb-9dd4-cb04303e036e;2021-05-02 20:56:47.450000+02:00;2021-05-02 20:00:42.041000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:55:42.796000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder wel;Eerder wel;Helemaal niet;5;Huishoudelijke taken;Bezig met gezin, huishouden, verhuis;;;;9;EOD;email|6076e7b31febfddccc5aa8d4;00ed9991-0ad3-11ea-8e1b-412ab9868ba8;2021-05-02 20:56:53.359000+02:00;2021-05-02 20:00:24.279000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 21:03:08.760000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Eerder niet;4;Gezondheid (bv. pijn, moe, dokter);;;;;6;EOD;email|608306641febfddccccfb361;cf20cdc1-8a37-11eb-9dd4-cb04303e036e;2021-05-02 21:04:08.929000+02:00;2021-05-02 20:00:38.839000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 21:03:18.144000+02:00;Helemaal wel;Eerder niet;Helemaal wel;Eerder niet;Helemaal wel;Helemaal niet;2;Huishoudelijke taken;;;;;6;EOD;email|608306671febfddcccd046e9;17202c51-8750-11eb-9dd4-cb04303e036e;2021-05-02 21:04:19.199000+02:00;2021-05-02 20:00:39.205000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 21:06:28.300000+02:00;Eerder wel;Eerder wel;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;5;Werk of school;Lichte stress door taken/masterproef;;;;4;EOD;email|6083067f1febfddcccd4b093;f18e31b1-897c-11eb-9dd4-cb04303e036e;2021-05-02 21:07:35.630000+02:00;2021-05-02 20:00:42.443000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 21:13:05.270000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Eerder niet;1;Ik had geen stress;;;;;5;EOD;email|6079a9d31febfddccc18a935;068aa1b1-86ea-11eb-9dd4-cb04303e036e;2021-05-02 21:13:50.679000+02:00;2021-05-02 20:00:25.170000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 21:13:40.391000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;1;Ik had geen stress;;;;;2;EOD;email|6075be371febfddccc19e0f6;2c5db7b1-8df7-11eb-9dd4-cb04303e036e;2021-05-02 21:14:42.312000+02:00;2021-05-02 20:00:20.209000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 21:16:48.215000+02:00;Eerder wel;Helemaal niet;Neutraal;Helemaal niet;Eerder niet;Eerder niet;4;Ik had geen stress;;;;;2;EOD;email|607eeae01febfddccce75681;2910c1c1-3301-11eb-9dd4-cb04303e036e;2021-05-02 21:18:53.925000+02:00;2021-05-02 20:00:34.812000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:02:05.893000+02:00;Helemaal niet;Helemaal wel;Eerder wel;Eerder niet;Helemaal niet;Helemaal wel;9;Sociaal (bv. familie, relatie, vrienden);Stress tgv discussies/ruzie ivm gecompliceerde abortus morgen. ;;;;9;EOD;email|608306681febfddcccd064b2;bfcae581-8754-11eb-9dd4-cb04303e036e;2021-05-02 21:24:45.136000+02:00;2021-05-02 20:00:39.482000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 21:21:39.815000+02:00;Eerder wel;Helemaal niet;Eerder wel;Helemaal niet;Eerder wel;Helemaal niet;1;Verkeer of verplaatsing;;['Anders'];Mechelen Dossin kazerne;;3;EOD;email|607eeade1febfddccce6f854;23003ac1-8b0f-11eb-9dd4-cb04303e036e;2021-05-02 21:26:59.079000+02:00;2021-05-02 20:00:34.782000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 21:32:04.164000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Eerder niet;2;Sociaal (bv. familie, relatie, vrienden);;;;;2;EOD;email|607eeac51febfddccce0b36d;7b4eef9f-349d-11e7-9c3f-a1afcff471b6;2021-05-02 21:33:02.531000+02:00;2021-05-02 20:00:31.802000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:59:01.304000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;3;Ik had geen stress;;;;;3;EOD;email|607eeac11febfddcccdfc432;870a63b1-842a-11eb-9dd4-cb04303e036e;2021-05-02 21:37:00.884000+02:00;2021-05-02 20:00:31.668000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 21:39:12.832000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;2;Ik had geen stress;;;;;1;EOD;email|6075be5d1febfddccc22b6be;6be58891-95dc-11ea-83ea-832802f41e4e;2021-05-02 21:39:59.286000+02:00;2021-05-02 20:00:24.093000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 21:39:12.832000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;2;Ik had geen stress;;;;;1;EOD;email|6075be5d1febfddccc22b6be;6be58891-95dc-11ea-83ea-832802f41e4e;2021-05-02 21:39:59.303000+02:00;2021-05-02 20:00:24.093000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 21:39:21.963000+02:00;Helemaal wel;Helemaal niet;Eerder wel;Helemaal niet;Helemaal wel;Helemaal niet;1;Huishoudelijke taken;;;;;3;EOD;email|6079a9da1febfddccc1a36f1;e1925433-349e-11e7-9c3f-a1afcff471b6;2021-05-02 21:40:04.916000+02:00;2021-05-02 20:00:26.098000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 21:39:24.719000+02:00;Eerder wel;Helemaal niet;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;2;Ik had geen stress;;;;;4;EOD;email|6075be3e1febfddccc1b9530;a09d0e91-8411-11eb-9dd4-cb04303e036e;2021-05-02 21:40:54.576000+02:00;2021-05-02 20:00:20.829000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 21:39:49.522000+02:00;Helemaal wel;Helemaal niet;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;1;Verkeer of verplaatsing;;['Onaangepast gedrag van andere weggebruikers'];N60;;2;EOD;email|607eeae51febfddccce8a425;866bd221-873d-11eb-9dd4-cb04303e036e;2021-05-02 21:41:00.466000+02:00;2021-05-02 20:00:35.519000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 21:37:49.608000+02:00;Eerder wel;Eerder niet;Neutraal;Eerder niet;Helemaal wel;Helemaal niet;4;Anders;;;;;6;EOD;email|6079a9df1febfddccc1b7761;dd7cfe31-88b0-11eb-9dd4-cb04303e036e;2021-05-02 21:50:32.511000+02:00;2021-05-02 20:00:26.993000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 21:55:58.410000+02:00;Eerder wel;Eerder niet;Neutraal;Eerder wel;Eerder wel;Eerder niet;3;Ik weet het niet;;;;;3;EOD;email|6079a9e91febfddccc1d967a;8d151d91-836c-11eb-9dd4-cb04303e036e;2021-05-02 21:56:36.799000+02:00;2021-05-02 20:00:27.996000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 21:56:53.786000+02:00;Neutraal;Eerder niet;Neutraal;Neutraal;Neutraal;Neutraal;3;Sociaal (bv. familie, relatie, vrienden);;;;;7;EOD;email|607eeae81febfddccce94c8a;70bbc8c1-95dc-11ea-83ea-832802f41e4e;2021-05-02 21:58:14.497000+02:00;2021-05-02 20:00:35.949000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 21:57:48.226000+02:00;Neutraal;Neutraal;Eerder wel;Eerder niet;Eerder wel;Eerder niet;4;Sociaal (bv. familie, relatie, vrienden);;;;;8;EOD;email|6083065c1febfddcccce5c65;cef43bd1-868f-11eb-9dd4-cb04303e036e;2021-05-02 21:58:28.008000+02:00;2021-05-02 20:00:38.275000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 22:00:01.778000+02:00;Eerder wel;Neutraal;Helemaal wel;Eerder niet;Eerder wel;Neutraal;4;Sociaal (bv. familie, relatie, vrienden);;;;;3;EOD;email|6079a9e11febfddccc1bbb2c;c9691701-86f1-11eb-9dd4-cb04303e036e;2021-05-02 22:00:42.395000+02:00;2021-05-02 20:00:27.262000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 22:06:47.740000+02:00;Helemaal wel;Helemaal niet;Eerder wel;Helemaal niet;Helemaal wel;Helemaal niet;3;Sociaal (bv. familie, relatie, vrienden);;;;;8;EOD;email|6083068f1febfddcccd7909c;a856d581-8989-11eb-9dd4-cb04303e036e;2021-05-02 22:07:31.869000+02:00;2021-05-02 20:00:43.047000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 22:19:16.224000+02:00;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;Eerder wel;Helemaal niet;2;Verkeer of verplaatsing;;['Onaangepast gedrag van andere weggebruikers'];Gravensteen;;3;EOD;email|607eeaef1febfddccceae822;fbbee7a1-85d6-11eb-9dd4-cb04303e036e;2021-05-02 22:20:41.361000+02:00;2021-05-02 20:00:37.376000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 22:26:40.331000+02:00;Neutraal;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;2;Sociaal (bv. familie, relatie, vrienden);;;;;3;EOD;email|6083066a1febfddcccd0c7bc;700aef51-95dc-11ea-83ea-832802f41e4e;2021-05-02 22:27:36.163000+02:00;2021-05-02 20:00:40.419000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 22:36:00.154000+02:00;Eerder niet;Eerder wel;Eerder wel;Eerder niet;Neutraal;Neutraal;4;Sociaal (bv. familie, relatie, vrienden);;;;;3;EOD;email|6075be431febfddccc1cd5ff;6a5bb441-95dc-11ea-83ea-832802f41e4e;2021-05-02 22:36:46.742000+02:00;2021-05-02 20:00:21.472000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 22:41:19.129000+02:00;Eerder niet;Neutraal;Eerder wel;Eerder wel;Eerder wel;Neutraal;6;Tijdsdruk of zich haasten;Te weinig uren op een dag ;;;;7;EOD;email|6075be421febfddccc1c9634;6d40d2d1-95dc-11ea-83ea-832802f41e4e;2021-05-02 22:43:05.790000+02:00;2021-05-02 20:00:21.230000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 23:00:41.020000+02:00;Helemaal wel;Helemaal niet;Helemaal niet;Helemaal niet;Helemaal wel;Helemaal niet;1;Ik had geen stress;;;;;2;EOD;email|6075be521febfddccc2015cd;00783821-87d3-11eb-9dd4-cb04303e036e;2021-05-02 23:01:35.606000+02:00;2021-05-02 20:00:22.781000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 23:00:37.066000+02:00;Helemaal wel;Eerder niet;Eerder wel;Eerder niet;Helemaal wel;Eerder niet;3;Verkeer of verplaatsing;;['Parkeerplaats zoeken' 'Anders'];E40;;7;EOD;email|6079a9d41febfddccc18ebea;893b82a1-895b-11eb-9dd4-cb04303e036e;2021-05-02 23:02:35.996000+02:00;2021-05-02 20:00:25.345000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 23:12:47.873000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;1;Ik had geen stress;;;;;4;EOD;email|607eeae41febfddccce84096;282e6da1-895c-11eb-9dd4-cb04303e036e;2021-05-02 23:13:12.544000+02:00;2021-05-02 20:00:35.392000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 23:27:18.555000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;1;Sociaal (bv. familie, relatie, vrienden);;;;;4;EOD;email|6066cc0f1febfddcccea90cd;d148b111-8287-11eb-9dd4-cb04303e036e;2021-05-02 23:28:04.556000+02:00;2021-05-02 20:00:18.757000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 23:39:52.549000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;1;Werk of school;;;;;7;EOD;email|6079a9cf1febfddccc17c57c;34103771-8902-11eb-9dd4-cb04303e036e;2021-05-02 23:40:44.968000+02:00;2021-05-02 20:00:25.041000+02:00;w3;14;1;Zondag;Weekend
2021-05-02 21:04:37.715000+02:00;Helemaal wel;Helemaal niet;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;1;Ik had geen stress;;;;;3;EOD;email|607eeabf1febfddcccdf5873;ebcd4a11-85b0-11eb-9dd4-cb04303e036e;2021-05-02 23:41:10.806000+02:00;2021-05-02 20:00:31.459000+02:00;w3;7;2;Zondag;Weekend
2021-05-02 20:00:45.421000+02:00;Eerder wel;Helemaal niet;Eerder wel;Helemaal niet;Helemaal wel;Helemaal niet;3;Werk of school;;;;;6;EOD;email|6075be501febfddccc1fdc19;010fdb20-5679-11eb-9dd4-cb04303e036e;2021-05-02 23:57:37.964000+02:00;2021-05-02 20:00:22.452000+02:00;w3;7;2;Zondag;Weekend
2021-05-03 07:55:44.639000+02:00;Eerder wel;Neutraal;Eerder niet;Eerder wel;Eerder wel;Eerder niet;4;Sociaal (bv. familie, relatie, vrienden);;;;;8;EOD;email|608306751febfddcccd2b50a;a6445491-86e9-11eb-9dd4-cb04303e036e;2021-05-03 07:57:07.183000+02:00;2021-05-02 20:00:41.115000+02:00;w3;8;2;Maandag;Weekdag
2021-05-02 23:42:02.960000+02:00;Helemaal wel;Eerder niet;Neutraal;Neutraal;Eerder wel;Helemaal niet;6;Sociaal (bv. familie, relatie, vrienden);Confrontatie gesprek met kennis;;;;7;EOD;email|6075be591febfddccc21e401;65e11be1-850e-11eb-9dd4-cb04303e036e;2021-05-03 09:18:20.402000+02:00;2021-05-02 20:00:24.075000+02:00;w3;14;1;Zondag;Weekend
2021-05-03 20:01:02.934000+02:00;Neutraal;Neutraal;Eerder niet;Eerder wel;Neutraal;Neutraal;6;Werk of school;.;;;;6;EOD;email|6075be2f1febfddccc183727;cd56a311-899d-11eb-9dd4-cb04303e036e;2021-05-03 20:01:44.163000+02:00;2021-05-03 20:00:15.691000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:01:52.660000+02:00;Neutraal;Eerder wel;Helemaal niet;Helemaal wel;Eerder niet;Neutraal;5;Werk of school;´s morgens mijn ontslag gekregen, ´s middags alles van me af gaan fietsen ;;;;2;EOD;email|607eead91febfddccce5c37d;8d794b01-8969-11eb-9dd4-cb04303e036e;2021-05-03 20:03:03.230000+02:00;2021-05-03 20:00:28.929000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:01:04.120000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Neutraal;Neutraal;6;Sociaal (bv. familie, relatie, vrienden);Morgen moet mijn partner een scan ondergaan ivm vandaag vastgestelde mogelijkheid van borstkanker;;;;5;EOD;email|607eeac51febfddccce0b36d;7b4eef9f-349d-11e7-9c3f-a1afcff471b6;2021-05-03 20:03:22.290000+02:00;2021-05-03 20:00:26.616000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:02:37.520000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Eerder niet;2;Ik had geen stress;;;;;2;EOD;email|607eeacf1febfddccce329cf;085a5601-8755-11eb-9dd4-cb04303e036e;2021-05-03 20:03:40.270000+02:00;2021-05-03 20:00:27.589000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:01:36.268000+02:00;Eerder wel;Neutraal;Eerder wel;Eerder wel;Helemaal wel;Helemaal niet;4;Geluidsoverlast;;;;;5;EOD;email|607eeace1febfddccce2ff80;2980b201-896e-11eb-9dd4-cb04303e036e;2021-05-03 20:03:49.029000+02:00;2021-05-03 20:00:27.495000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:03:14.983000+02:00;Eerder niet;Eerder wel;Eerder wel;Eerder niet;Helemaal niet;Eerder wel;3;Werk of school;;;;;4;EOD;email|608306731febfddcccd25a45;d28d4e11-811e-11eb-9dd4-cb04303e036e;2021-05-03 20:04:11.178000+02:00;2021-05-03 20:00:34.717000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:01:26.968000+02:00;Eerder wel;Helemaal wel;Eerder wel;Eerder niet;Eerder niet;Helemaal niet;3;Werk of school;;;;;4;EOD;email|607eeadd1febfddccce6b054;1ffb2731-d874-11e9-bee9-d1d3ec387d54;2021-05-03 20:05:02.913000+02:00;2021-05-03 20:00:29.137000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:03:30.665000+02:00;Eerder wel;Neutraal;Eerder wel;Eerder niet;Eerder wel;Eerder niet;3;Ik had geen stress;;;;;7;EOD;email|608037a91febfddcccba93a4;540c6671-8759-11eb-9dd4-cb04303e036e;2021-05-03 20:05:03.872000+02:00;2021-05-03 20:00:31.997000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:04:09.249000+02:00;Eerder wel;Neutraal;Eerder niet;Eerder niet;Eerder wel;Helemaal niet;6;Sociaal (bv. familie, relatie, vrienden);Tegendraadse kleuter;;;;9;EOD;email|607eead21febfddccce3f8d9;6fba3741-95dc-11ea-83ea-832802f41e4e;2021-05-03 20:05:08.672000+02:00;2021-05-03 20:00:28.040000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:07:03.227000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Eerder niet;4;Tijdsdruk of zich haasten;;;;;6;EOD;email|6083065d1febfddcccce7a59;c9c51b41-8755-11eb-9dd4-cb04303e036e;2021-05-03 20:07:37.204000+02:00;2021-05-03 20:00:32.241000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:06:54.984000+02:00;Eerder wel;Eerder niet;Eerder wel;Helemaal wel;Eerder wel;Helemaal niet;2;Tijdsdruk of zich haasten;;;;;3;EOD;email|608306801febfddcccd4e382;27ae7d91-83dd-11eb-9dd4-cb04303e036e;2021-05-03 20:07:38.147000+02:00;2021-05-03 20:00:35.956000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:08:18.055000+02:00;Helemaal wel;Helemaal niet;Eerder wel;Helemaal niet;Helemaal wel;Helemaal niet;3;Sociaal (bv. familie, relatie, vrienden);;;;;3;EOD;email|607eead71febfddccce533da;47600141-8711-11eb-9dd4-cb04303e036e;2021-05-03 20:09:37.606000+02:00;2021-05-03 20:00:28.680000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:05:27.775000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Eerder niet;6;Sociaal (bv. familie, relatie, vrienden);In grote ( ? ) bende het woord voeren, presteren...;;;;4;EOD;email|6083066f1febfddcccd1a276;dcdfd4c1-86f8-11eb-9dd4-cb04303e036e;2021-05-03 20:11:10.248000+02:00;2021-05-03 20:00:34.272000+02:00;w3;8;2;Maandag;Weekdag
2021-05-03 20:12:39.008000+02:00;Neutraal;Eerder niet;Eerder wel;Neutraal;Eerder wel;Eerder niet;3;Sociaal (bv. familie, relatie, vrienden);;;;;3;EOD;email|607eeabf1febfddcccdf5873;ebcd4a11-85b0-11eb-9dd4-cb04303e036e;2021-05-03 20:13:13.862000+02:00;2021-05-03 20:00:25.969000+02:00;w3;8;2;Maandag;Weekdag
